-0.49971545286318314 -0.6493908943118911 
-0.4993486237069334 -0.650049557758191 
-0.49995041846302 -0.648532392393542 
-0.49966069199556806 -0.6497533197827187 
-0.49971545286318314 -0.6493908943118911 
-0.499437610826072 -0.6499544340783184 
-0.4988511917822498 -0.6502171043143334 
-0.4999543177136909 -0.6484625974019141 
-0.4992019098611493 -0.650163058129744 
-0.49943924497070713 -0.6498706074641345 
-0.4999551030109739 -0.6476106755212828 
-0.49995783452912435 -0.6475070690408975 
-0.49944464445693887 -0.6498429336808785 
-0.49994089446381873 -0.6492676877125954 
-0.4999543177136909 -0.6484625974019141 
-0.49952052494172827 -0.64979450874698 
-0.49995783452912435 -0.6475070690408975 
